Bill #,St,Short Subject,Subject,Introduced,Latest Action,Latest Action Date,Link,Primary Sponsor,Cosponsors,Latest Bill Text,Unique ID
HB 1082,ND,AN ACT to create and enac...,"AN ACT to create and enact a new subsection to section 41-08-03, a new subsection to section 41-08-10, sections 41-09-05.1, 41-09-07.1, 41-09-07.2, 41-09-26.1, 41-09-26.2, 41-09-34.1, and 41-09-46.1, and chapters 41-11 and 41-12 of the North Dakota Century Code, relating to the adoption of the Uniform Commercial Code amendments (2022); to amend and reenact sections 41-01-09, 41-01-12, 41-01-15, 41-01-20, 41-02-02, 41-02-06, 41-02-08, 41-02-09, 41-02-10, and 41-02-12, subsection 2 of section 41-02-16, section 41-02.1-02, subsection 1 of section 41-02.1-03, sections 41-02.1-07, 41-02.1-10, 41-02.1-11, 41-02.1-12, and 41-02.1-14, subsection 2 of section 41-02.1-17, subsection 1 of section 41-03-04, subsection 1 of section 41-03-05, sections 41-03-38, 41-03-66, 41-04.1-03, 41-04.1-09, 41-04.1-10, and 41-04.1-11, subsection 3 of section 41-04.1-15, subdivision b of subsection 2 of section 41-04.1-16, subsection 1 of section 41-04.1-18, subsection 1 of section 41-04.1-19, sections 41-04.1-25, 41-05-04, 41-05-16, 41-07-02, 41-07-06, 41-08-02, 41-08-06, 41-08-29, 41-09-02, 41-09-04, and 41-09-05, subsection 2 of section 41-09-13, section 41-09-14, subsection 3 of section 41-09-17, sections 41-09-18, 41-09-19, 41-09-20, and 41-09-21, subsection 1 of section 41-09-24, subsection 1 of section 41-09-25, sections 41-09-30, 41-09-32, 41-09-33, 41-09-34, 41-09-36, 41-09-37, 41-09-43, 41-09-44, 41-09-50, 41-09-51, and 41-09-52, subsection 6 of section 41-09-54, section 41-09-61, subdivision b of subsection 1 of section 41-09-66, sections 41-09-68, 41-09-70, and 41-09-80, subsection 2 of section 41-09-98, section 41-09-102, subdivision a of subsection 1 of section 41-09-105, section 41-09-108, subsection 1 of section 41-09-111, subsection 1 of section 41-09-114, section 41-09-115, subdivision a of subsection 1 of section 41-09-116, and sections 41-09-119 and 41-09-123 of the North Dakota Century Code, relating to the adoption of the Uniform Commercial Code amendments (2022).",Jan 03 2023,Filed With Secretary Of State 03/21,Mar 23 2023,https://openstates.org/nd/bills/68/HB1082/,,Judiciary,https://www.ndlegis.gov/assembly/68-2023/regular/documents/23-0116-01000.pdf,74bc6daf32f41b3398ca541bf603ddb53afb5fbc
SB 8,UT,S.B. 8 State Agency Fees ...,S.B. 8 State Agency Fees and Internal Service Fund Rate Authorization and Appropriations,Jan 15 2023,Governor Signed,Mar 23 2023,https://openstates.org/ut/bills/2023/SB8/,Don L. Ipson,"Spendlove, Robert M.",https://le.utah.gov/~2023/bills/sbillenr/SB0008.pdf,a911ac67dabff5ae0060ebb84dae09290b2076d0
HB 4968,TX,Relating to the establish...,Relating to the establishment of a terrorist offender registry and to the supervision of those terrorist offenders; creating criminal offenses related to terrorism.,Mar 10 2023,Referred To Criminal Jurisprudence,Mar 23 2023,https://openstates.org/tx/bills/88/HB4968/,Ryan Guillen,,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB04968I.HTM,b7388612fae3bcdda642888a9762d26befd4917c
HB 430,NC,Governor's Budget.,Governor's Budget.,Mar 21 2023,Passed 1st Reading,Mar 23 2023,https://openstates.org/nc/bills/2023/HB430/,Jason Saine,"Dean Arp; Jay Adams; Eric Ager; Vernetta Alston; John Autry; Amber M. Baker; Cynthia Ball; Mary Belk; G. Brown; K. Brown; T. Brown; Allen Buansi; Laura Budd; Becky Carney; Ashton Wheeler Clemmons; Cotham; Sarah Crawford; Carla D. Cunningham; Allison A. Dahle; Terence Everitt; Rosa U. Gill; Wesley Harris, PhD; Pricey Harrison; Zack Hawkins; F. Jackson; Jeffers; Joe John; Ya Liu; Brandon Lofton; Carolyn G. Logan; Tim Longest; Marvin W. Lucas; Nasif Majeed; Marcia Morey; Garland E. Pierce; Lindsey Prather; Price; Amos L. Quick III; Robert T. Reives II; James Roberson; Caleb Rudow; Charles Smith; Staton-Williams; Julie von Haefen",https://www.ncleg.gov/Sessions/2023/Bills/House/PDF/H430v1.pdf,3d013a9bf461f55a0616d5a9c49bafeee0d14465
HB 1469,VA,Motor vehicle dealers; fr...,"Motor vehicle dealers; franchise agreements, sale or lease of new motor vehicles.",Dec 29 2022,Acts Of Assembly Chapter Text (Chap0310),Mar 23 2023,https://openstates.org/va/bills/2023/HB1469/,"James A. ""Jay"" Leftwich",,https://lis.virginia.gov/cgi-bin/legp604.exe?231+ful+CHAP0310,be061f6ef0c921120d1d445a01e88c97a6f22839
HB 8,UT,H.B. 8 State Agency and H...,H.B. 8 State Agency and Higher Education Compensation Appropriations,Jan 14 2023,Governor Line Item Veto,Mar 23 2023,https://openstates.org/ut/bills/2023/HB8/,"Spendlove, Robert M.",Don L. Ipson,https://le.utah.gov/~2023/bills/hbillenr/HB0008.pdf,062f524f9d0cba537f4cad2074fe8db5db9c12de
SB 871,VA,Motor vehicle dealers; fr...,"Motor vehicle dealers; franchise agreements, sale or lease of new motor vehicles.",Jan 03 2023,Acts Of Assembly Chapter Text (Chap0311),Mar 23 2023,https://openstates.org/va/bills/2023/SB871/,Scott A. Surovell,,https://lis.virginia.gov/cgi-bin/legp604.exe?231+ful+CHAP0311,3642a3e148d23f054e02c0ba8131173088617ff8
SB 2,UT,New Fiscal Year Supplemen...,New Fiscal Year Supplemental Appropriations Act,Feb 26 2023,Governor Signed,Mar 23 2023,https://openstates.org/ut/bills/2023/SB2/,Jerry W. Stevenson,Val L. Peterson,https://le.utah.gov/~2023/bills/sbillenr/SB0002.pdf,d92564d0563efdb497c5f9d2e552b280ff7cb283
SB 1538,VA,Medical assistance servic...,"Medical assistance services; state plan, pharmacy services.",Jan 20 2023,Acts Of Assembly Chapter Text (Chap0412),Mar 23 2023,https://openstates.org/va/bills/2023/SB1538/,Todd E. Pillion,,https://lis.virginia.gov/cgi-bin/legp604.exe?231+ful+CHAP0412,b733bca66ec999c7e9d983f4ecc0ed25ebf65b9f
HB 5011,TX,Relating to amendments to...,"Relating to amendments to the Uniform Commercial Code, including amendments concerning certain intangible assets and the perfection of security interests in those assets.",Mar 10 2023,Referred To Business & Industry,Mar 23 2023,https://openstates.org/tx/bills/88/HB5011/,Giovanni Capriglione,,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB05011I.HTM,a0dd3e8e52e60eb33098f70b156f74f3dd2c1eac
SB 477,RI,AN ACT RELATING TO LABOR ...,"AN ACT RELATING TO LABOR AND LABOR RELATIONS -- CONSUMER CREDIT HISTORY EMPLOYMENT PROTECTION ACT -- DECEPTIVE TRADE PRACTICES (Provides state employee public safety professionals with parity to municipal public safety employees in the state/municipal retirement systems effective July 1, 2023 with 10% contribution.)",Mar 07 2023,03/23/2023 Committee Recommended Measure Be Held For Further Study,Mar 23 2023,https://openstates.org/ri/bills/2023/SB477/,Victoria Gu,,http://webserver.rilegislature.gov/BillText/BillText23/SenateText23/S0477.pdf,8a7eea0842d327313314e9760b0bf575266214e4
SB 176,RI,AN ACT RELATING TO LABOR ...,"AN ACT RELATING TO LABOR AND LABOR RELATIONS -- CONSUMER CREDIT HISTORY EMPLOYMENT PROTECTION ACT -- DECEPTIVE TRADE PRACTICES (Prohibits employers from seeking/using credit reports in making hiring decisions concerning prospective employees, asking questions about the applicant's financial past during interviews or including credit history questions in their job applications.)",Feb 16 2023,03/23/2023 Committee Recommended Measure Be Held For Further Study,Mar 23 2023,https://openstates.org/ri/bills/2023/SB176/,Meghan E. Kallman,,http://webserver.rilegislature.gov/BillText/BillText23/SenateText23/S0176.pdf,b683da5eb93f212cb069b0d9008a88630054249d
SB 153,UT,S.B. 153 Governor's Offic...,S.B. 153 Governor's Office of Economic Opportunity Amendments,Jan 27 2023,Governor Signed,Mar 23 2023,https://openstates.org/ut/bills/2023/SB153/,Ronald M. Winterton,Jeffrey D. Stenquist,https://le.utah.gov/~2023/bills/sbillenr/SB0153.pdf,aa81b5bfbc197f72fb89d5938cd5a80da1325e0b
HB 1727,VA,Credit unions; virtual cu...,Credit unions; virtual currency custody services.,Jan 09 2023,Acts Of Assembly Chapter Text (Chap0303),Mar 23 2023,https://openstates.org/va/bills/2023/HB1727/,Christopher T. Head,,https://lis.virginia.gov/cgi-bin/legp604.exe?231+ful+CHAP0303,555cf14a1869a483131a7b45d114a1b7ca87a402
HB 1173,MS,EEF procurement cards; au...,EEF procurement cards; authorize issuance to eligible charter school teachers.,Jan 16 2023,Approved By Governor,Mar 22 2023,https://openstates.org/ms/bills/2023/HB1173/,Richard Bennett,,http://billstatus.ls.state.ms.us/documents/2023/html/HB/1100-1199/HB1173PS.htm,53f8da2c8c469c653b5e379b717fa8f88f18b349
SB 2272,TX,Relating to the operation...,Relating to the operation of the Texas Property and Casualty Insurance Guaranty Association.,Mar 10 2023,Referred To Business & Commerce,Mar 22 2023,https://openstates.org/tx/bills/88/SB2272/,Bryan Hughes,,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB02272I.HTM,11a4cde1a8f0ff34953c0206f4ddca1585eca3f1
H 188,ID,REVISED UNCLAIMED PROPERT...,REVISED UNCLAIMED PROPERTY ACT – Repeals and adds to existing law to enact the Revised Unclaimed Property Act.,Feb 22 2023,"Introduced, Read First Time; Referred To: State Affairs",Mar 22 2023,https://openstates.org/id/bills/2023/H188/,STATE AFFAIRS COMMITTEE,,https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2023/legislation/H0188E1.pdf,6b243715ce15ff3417fb1c3242bf66476042a820
HB 118,OH,Exempt certain baby produ...,Exempt certain baby products from sales and use tax,Mar 16 2023,Refer To Committee,Mar 22 2023,https://openstates.org/oh/bills/135/HB118/,"Melanie Miller, M.",Josh Williams; Ron Ferguson; Mark Johnson; Jean Schmidt; Beth Lear; Bernard Willis; Andrea White; Bill Dean; Thomas Hall,https://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_135/bills/hb118/IN/00/hb118_00_IN?format=pdf,96d92ae5fbff7dc258aae447c8319ad69e10b347
SB 1478,HI,Relating To Offensive Cyb...,Relating To Offensive Cybersecurity.,Jan 25 2023,"Reported From Het (Stand. Com. Rep. No. 1457) As Amended In Hd 1, Recommending Passage On Second Reading And Referral To Fin.",Mar 22 2023,https://openstates.org/hi/bills/2023 Regular Session/SB1478/,Joy A. San Buenaventura,Ihara; Glenn Wakai,https://capitol.hawaii.gov/sessions/session2023/bills/SB1478_.HTM,87a6dcc388f3a368d1c9eacd1c76b2ba7705ca78
SB 975,VA,"Certified nurse midwives,...","Certified nurse midwives, etc.; designation as advanced practice registered nurses.",Jan 06 2023,Acts Of Assembly Chapter Text (Chap0183),Mar 22 2023,https://openstates.org/va/bills/2023/SB975/,Mark J. Peake,,https://lis.virginia.gov/cgi-bin/legp604.exe?231+ful+CHAP0183,6e30fe9ccba246edbd4b9d5d01fc02d8176bb648
SB 1418,VA,State plan for medical as...,"State plan for medical assistance services; telemedicine, in-state presence.",Jan 11 2023,Acts Of Assembly Chapter Text (Chap0113),Mar 21 2023,https://openstates.org/va/bills/2023/SB1418/,Todd E. Pillion,,https://lis.virginia.gov/cgi-bin/legp604.exe?231+ful+CHAP0113,568a9114e1843cdaf5fb4528a54a22fcc27fb24f
H 97,ID,STATE CONTROLLER – Amends...,STATE CONTROLLER – Amends and adds to existing law to provide that all state officers and agencies shall report agreements entered into to the State Controller.,Feb 07 2023,"Reported Signed By Governor On March 20, 2023    Session Law Chapter 52    Effective: The Date Upon Which The State Controller’S Office Certifies In Writing To The Secretary Of State That It Can Fulfill The Requirements Of This Act Or January 1, 2024 - Whichever Occurs First.",Mar 21 2023,https://openstates.org/id/bills/2023/H97/,STATE AFFAIRS COMMITTEE,,https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2023/legislation/H0097.pdf,2c56a38b35517fdb98f5a5642a14d27667858b5e
HB 1602,VA,State plan for medical as...,"State plan for medical assistance services; telemedicine, in-state presence.",Jan 06 2023,Acts Of Assembly Chapter Text (Chap0112),Mar 21 2023,https://openstates.org/va/bills/2023/HB1602/,Roxann L. Robinson,,https://lis.virginia.gov/cgi-bin/legp604.exe?231+ful+CHAP0112,f504b811e43d93a1bba4b98bfa85042d7582afc7
SB 2075,TX,Relating to amendments to...,"Relating to amendments to the Uniform Commercial Code, including amendments concerning certain intangible assets and the perfection of security interests in those assets.",Mar 09 2023,Referred To Business & Commerce,Mar 21 2023,https://openstates.org/tx/bills/88/SB2075/,Tan Parker,,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB02075I.HTM,8c635cbbe2b040d80ac39d8221f877649ee2f18a
HB 2776,OK,Uniform Commercial Code; ...,Uniform Commercial Code; clarifying scope of certain definitions; clarifying requirements for establishing control of electronic chattel paper; codification; effective date.,Feb 06 2023,Withdrawn From Calendar; Referred To Rules Committee,Mar 20 2023,https://openstates.org/ok/bills/2023/HB2776/,Charles McCall,,http://webserver1.lsb.state.ok.us/cf_pdf/2023-24 FLR/HFLR/HB2776 HFLR.PDF,8e36b520148a77ce256b5cf6ce367b7baa746f66
SB 816,OK,Oklahoma Bullion Deposito...,Oklahoma Bullion Depository; establishing depository in the office of the State Treasurer; providing procedures. Effective date.,Feb 06 2023,Coauthored By Representative Marti (Principal House Author),Mar 20 2023,https://openstates.org/ok/bills/2023/SB816/,T.J. Marti,,http://webserver1.lsb.state.ok.us/cf_pdf/2023-24 INT/SB/SB816 INT.PDF,a50d1007e259ccd56ba163f0306d073be9d56ee5
SB 120,UT,S.B. 120 Property and Con...,S.B. 120 Property and Contraband Amendments,Jan 20 2023,Governor Signed,Mar 20 2023,https://openstates.org/ut/bills/2023/SB120/,Wayne A. Harper,"Ivory, Ken",https://le.utah.gov/~2023/bills/sbillenr/SB0120.pdf,871e409b7d91b1f6b8c7f0dd90ddfdf5f8ce2989
SB 81,UT,S.B. 81 Property Tax Defe...,S.B. 81 Property Tax Deferral Revisions,Jan 06 2023,Governor Signed,Mar 17 2023,https://openstates.org/ut/bills/2023/SB81/,Lincoln Fillmore,Jordan D. Teuscher,https://le.utah.gov/~2023/bills/sbillenr/SB0081.pdf,a8ad142535af470e4a08288feef956598bcb670c
HB 5543,RI,AN ACT RELATING TO THE UN...,AN ACT RELATING TO THE UNIFORM COMMERCIAL CODE (Provides amendments to the Uniform Commercial Code for emerging technologies. Effective 1/1/2024.),Feb 15 2023,03/17/2023 Committee Recommended Measure Be Held For Further Study,Mar 17 2023,https://openstates.org/ri/bills/2023/HB5543/,Grace Diaz,,http://webserver.rilegislature.gov/BillText/BillText23/HouseText23/H5543.pdf,ce080c4c57c45f591e1a61edbf112ab8e463eb45
SB 15,KY,AN ACT relating to consum...,AN ACT relating to consumer data privacy.,Jan 03 2023,Returned To Committee On Committees (H),Mar 16 2023,https://openstates.org/ky/bills/2023RS/SB15/,L. Tichenor,,https://apps.legislature.ky.gov/recorddocuments/bill/23RS/sb15/orig_bill.pdf,79cf831ddf0791dd76f08c45c346fa99e51b25de
HB 1621,IL,Crim Cd-Purch Hacking Sof...,Crim Cd-Purch Hacking Software,Feb 01 2023,Added Co-Sponsor Rep. Chris Miller,Mar 16 2023,https://openstates.org/il/bills/103rd/HB1621/,Dan Caulkins,Chris Miller,https://ilga.gov/legislation/fulltext.asp?DocName=10300HB1621&GA=103&SessionId=112&DocTypeId=HB&LegID=144065&DocNum=1621&GAID=17&SpecSess=&Session=&print=true,ca549f630f287cb9f0cb0ed510b9fd06548bc56b
HB 7021,FL,Florida Statutes,Florida Statutes,Feb 23 2023,"Laid On Table, Refer To Sb 42",Mar 16 2023,https://openstates.org/fl/bills/2023/HB7021/,Linda Chaney,,https://flsenate.gov/Session/Bill/2023/7021/BillText/Filed/PDF,a7575af1695908604b861343e2a9fa543c8a3ed5
HB 7011,FL,Florida Statutes,Florida Statutes,Feb 23 2023,"Laid On Table, Refer To Sb 32",Mar 16 2023,https://openstates.org/fl/bills/2023/HB7011/,Linda Chaney,,https://flsenate.gov/Session/Bill/2023/7011/BillText/Filed/PDF,574107dd5294d68f93d04aac82d7fb9fdb572aa3
R 555,NY,Senate budget resolution ...,Senate budget resolution in response to the 2023-2024 Executive Budget submission,Mar 14 2023,Adopted,Mar 16 2023,https://openstates.org/ny/bills/2023-2024/R555/,Andrea Stewart-Cousins,,http://assembly.state.ny.us/leg/?sh=printbill&bn=R555&term=2023&Text=Y,004feec1b1817f122a718345ba4fb68a867aab45
HB 1003,IN,Health matters.,Health matters.,Jan 12 2023,Committee Report: Amend Do Pass Adopted; Reassigned To Committee On Appropriations,Mar 16 2023,https://openstates.org/in/bills/2023/HB1003/,,,http://in-proxy.openstates.org/2023/bills/HB1003/versions/HB1003.04.COMS,5eb5fe733044a13c19b21d83fab6800e324dd0f0
SB 967,OR,Relating to health care; ...,Relating to health care; declaring an emergency.,Feb 22 2023,Public Hearing Held.,Mar 15 2023,https://openstates.org/or/bills/2023R1/SB967/,,,https://olis.oregonlegislature.gov/liz/2023R1/Downloads/MeasureDocument/SB967/Introduced,d294c246bf7d7465da25db69ec90fe5b561b259a
SF 2915,MN,Minnesota Consumer Data P...,Minnesota Consumer Data Privacy Act,Mar 15 2023,Referred To Commerce And Consumer Protection,Mar 15 2023,https://openstates.org/mn/bills/2023-2024/SF2915/,Bonnie S. Westlin,,https://www.revisor.mn.gov/bills/text.php?number=SF2915&version=0&session=ls93&session_year=2023&session_number=0,ed8b3e2ec352f2cf6347080bd36776a94b9b02ba
SB 40,UT,S.B. 40 Health and Human ...,S.B. 40 Health and Human Services Recodification - Health Care Delivery and Repeals,Feb 10 2023,Governor Signed,Mar 15 2023,https://openstates.org/ut/bills/2023/SB40/,Jacob L. Anderegg,Raymond P. Ward,https://le.utah.gov/~2023/bills/sbillenr/SB0040.pdf,0f8e79c4d4822bd3eb52b393bfd45232da979606
SB 209,UT,S.B. 209 Health and Human...,"S.B. 209 Health and Human Services Recodification - Cross References, Titles 63j-80",Feb 10 2023,Governor Signed,Mar 15 2023,https://openstates.org/ut/bills/2023/SB209/,Jacob L. Anderegg,Raymond P. Ward,https://le.utah.gov/~2023/bills/sbillenr/SB0209.pdf,68a2239aeca2de4454f239e44c055bba281f9a85
HF 2309,MN,Rights given to consumers...,"Rights given to consumers regarding personal data, obligations placed on businesses regarding consumer data, and enforcement by attorney general provided.",Mar 01 2023,Author Added Feist,Mar 15 2023,https://openstates.org/mn/bills/2023-2024/HF2309/,Steve Elkins,Kristin Bahner; Mohamud Noor; Sandra Feist,https://www.revisor.mn.gov/bills/text.php?number=HF2309&version=0&session=ls93&session_year=2023&session_number=0,4bd00b0018c6b30eef17e7a8d0890ab6e4071eb2
